0,	1
0,	2
0,	3
0,	4
0,	5
0,	6
0,	7
8,	9
8,	10
8,	11
8,	12
8,	13
8,	14
8,	15
8,	16
17,	18
17,	19
17,	20
17,	21
22,	23
22,	24
22,	25
26,	27
26,	28
29,	30
29,	31
29,	32
33,	34
33,	35
36,	37
36,	38
36,	39
40,	41
40,	42
43,	44
43,	45
43,	46
43,	47
43,	48
43,	49
43,	50
43,	51
52,	53
52,	54
52,	55
52,	56
52,	57
52,	58
52,	59
52,	60
52,	61
62,	63
62,	64
62,	65
66,	67
68,	69
68,	70
68,	71
68,	72
68,	73
68,	74
75,	76
75,	77
75,	78
79,	80
81,	82
81,	83
81,	84
81,	85
86,	87
86,	88
86,	89
86,	90
86,	91
92,	93
92,	94
95,	96
95,	97
98,	99
98,	100
98,	101
102,	103
102,	104
102,	105
102,	106
102,	107
102,	108
102,	109
110,	111
110,	112
113,	114
113,	115
113,	116
113,	117
113,	118
113,	119
113,	120
121,	122
123,	124
123,	125
126,	127
126,	128
126,	129
126,	130
126,	131
126,	132
126,	133
134,	135
134,	136
134,	137
134,	138
134,	139
134,	140
134,	141
134,	142
134,	143
134,	144
134,	145
134,	146
134,	147
134,	148
134,	149
134,	150
134,	151
134,	152
134,	153
134,	154
134,	155
156,	157
156,	158
156,	159
156,	160
161,	45
161,	162
161,	163
161,	164
161,	51
165,	166
165,	167
165,	168
165,	169
165,	170
165,	171
165,	172
165,	173
165,	174
175,	176
175,	177
175,	178
175,	179
175,	180
181,	182
183,	184
183,	185
183,	186
187,	188
187,	189
187,	190
187,	191
192,	193
192,	194
192,	195
192,	196
192,	197
198,	199
198,	200
198,	201
198,	202
198,	203
198,	204
198,	205
198,	206
198,	207
198,	208
198,	209
198,	210
211,	212
211,	213
211,	214
211,	215
211,	216
217,	218
217,	219
217,	220
217,	221
217,	222
217,	223
217,	224
217,	225
217,	226
217,	227
217,	228
217,	229
217,	230
217,	231
217,	232
217,	233
217,	234
217,	235
217,	236
217,	237
217,	238
217,	239
217,	240
217,	241
217,	242
217,	243
217,	244
217,	245
217,	246
217,	247
217,	248
217,	249
217,	250
217,	251
217,	252
217,	253
217,	254
217,	255
217,	256
217,	257
217,	258
217,	259
217,	260
217,	261
217,	262
217,	263
217,	264
217,	265
217,	266
217,	267
217,	268
217,	269
217,	270
217,	271
217,	272
217,	273
217,	274
217,	275
217,	276
217,	277
217,	278
217,	279
217,	280
217,	281
217,	282
217,	283
217,	284
217,	285
217,	286
217,	287
217,	288
217,	289
217,	290
217,	291
217,	292
217,	293
217,	294
217,	295
217,	296
217,	297
217,	298
217,	299
300,	301
300,	302
300,	303
304,	305
304,	306
304,	307
304,	308
304,	309
304,	310
311,	312
311,	313
311,	314
315,	316
315,	317
315,	318
315,	319
315,	320
321,	322
321,	323
321,	324
321,	325
321,	326
321,	327
328,	329
328,	330
328,	331
328,	332
328,	333
328,	334
328,	335
328,	336
328,	337
328,	338
328,	339
328,	340
328,	341
328,	342
328,	343
328,	344
328,	345
328,	346
328,	347
328,	348
328,	349
328,	350
328,	351
328,	352
328,	353
328,	354
328,	355
328,	356
328,	357
358,	359
358,	360
358,	361
358,	362
363,	364
363,	365
363,	366
363,	367
363,	368
363,	369
363,	370
371,	372
371,	373
374,	375
374,	376
374,	377
374,	378
379,	380
379,	118
381,	382
381,	383
381,	384
381,	385
386,	387
386,	388
386,	389
386,	390
386,	391
386,	392
386,	393
386,	394
386,	395
386,	396
386,	397
386,	398
386,	399
386,	400
386,	401
386,	402
386,	403
386,	404
386,	405
386,	406
386,	407
386,	408
386,	409
386,	410
386,	411
386,	412
386,	413
386,	414
386,	415
386,	416
386,	417
386,	418
386,	419
386,	420
386,	421
386,	422
386,	423
386,	424
386,	425
386,	426
386,	427
386,	428
386,	429
386,	430
386,	431
386,	432
386,	433
386,	434
386,	435
386,	436
386,	437
386,	438
386,	439
386,	440
386,	441
386,	442
386,	443
386,	444
386,	445
386,	446
386,	447
386,	448
386,	449
386,	450
386,	451
386,	452
386,	453
386,	454
386,	455
386,	456
386,	457
386,	458
386,	459
386,	460
386,	461
386,	462
386,	463
386,	464
386,	465
386,	466
386,	467
386,	468
386,	469
386,	470
386,	471
386,	472
386,	473
386,	474
386,	475
386,	476
386,	477
386,	478
386,	479
386,	480
386,	481
386,	482
386,	483
386,	484
386,	485
386,	486
386,	487
386,	488
386,	489
386,	490
386,	491
386,	492
386,	493
386,	494
386,	495
386,	496
386,	497
386,	498
386,	499
386,	500
386,	501
386,	502
386,	503
386,	504
386,	505
386,	506
386,	507
386,	508
386,	509
386,	510
386,	511
386,	512
386,	513
386,	514
386,	515
386,	516
386,	517
386,	518
386,	519
386,	520
386,	521
386,	522
386,	523
386,	524
386,	525
386,	526
386,	527
386,	528
386,	529
386,	530
386,	531
386,	532
386,	533
386,	534
386,	535
386,	536
386,	537
386,	538
386,	539
386,	540
386,	541
386,	542
386,	543
386,	544
386,	545
386,	546
386,	547
386,	548
386,	549
386,	550
386,	551
386,	552
386,	553
386,	554
386,	555
386,	556
386,	557
386,	558
386,	559
386,	560
386,	561
386,	562
386,	563
386,	564
386,	565
386,	566
386,	567
386,	568
386,	569
386,	570
386,	571
386,	572
386,	573
386,	574
386,	575
386,	576
386,	577
386,	578
386,	579
386,	580
386,	581
386,	582
386,	583
386,	584
386,	585
386,	586
386,	587
386,	588
386,	589
386,	590
386,	591
386,	592
386,	593
386,	594
386,	595
386,	596
386,	597
386,	598
386,	599
386,	600
386,	601
386,	602
386,	603
386,	604
386,	605
386,	606
386,	607
386,	608
386,	609
386,	610
386,	611
386,	612
386,	613
614,	615
614,	616
614,	617
614,	618
614,	618
614,	619
614,	620
614,	621
614,	621
622,	623
622,	624
622,	625
626,	627
626,	628
626,	629
626,	630
626,	631
626,	632
626,	633
634,	635
634,	636
634,	637
638,	639
638,	640
638,	641
638,	642
638,	643
644,	645
644,	646
644,	647
644,	648
644,	649
644,	650
644,	651
644,	652
644,	653
644,	654
644,	655
644,	656
644,	657
644,	658
644,	659
644,	660
644,	661
644,	662
644,	663
644,	664
644,	665
644,	666
644,	667
644,	668
644,	669
644,	670
644,	671
644,	672
644,	673
644,	674
644,	675
644,	676
644,	677
644,	678
644,	679
644,	680
644,	681
644,	682
644,	683
644,	684
644,	685
644,	686
644,	687
644,	688
644,	689
644,	690
644,	691
644,	692
644,	693
644,	694
644,	695
644,	696
644,	697
644,	698
644,	699
644,	700
644,	701
644,	702
644,	703
644,	704
644,	705
644,	706
644,	707
644,	708
644,	709
644,	710
644,	711
644,	712
644,	713
644,	714
644,	715
644,	716
644,	717
644,	718
644,	719
644,	720
644,	721
644,	722
644,	723
644,	724
644,	725
644,	726
644,	727
644,	728
644,	729
644,	730
644,	731
644,	732
644,	733
644,	734
644,	735
644,	736
644,	737
644,	738
644,	739
644,	740
644,	741
644,	742
644,	743
644,	744
644,	745
644,	746
644,	747
644,	748
644,	749
644,	750
644,	751
644,	752
644,	753
